id,title,description,attribution,publisher,tags,data_organization,filename,col_semantics,col_names
3b92a0fd-fa0a-4077-a6d7-e638d8ed3010,Class Specification And Minimum Qualification,Department of Human Resources information regarding class specs and minimum qualifications for State positions,Class Specification And Minimum Qualification (https://catalog.data.gov/dataset/3b92a0fd-fa0a-4077-a6d7-e638d8ed3010) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/),data.hawaii.gov,"[class,emplyment,jobs]","[State of Hawaii,State of Hawaii,State of Hawaii,State of Hawaii]","[48e935854f90b4fdf2b30031be13e45514e3588795443bc2e856fc0d5f6a2751.text.csv,b74401f939e0e6063f69665a8e0f9dd589bb417835c52a4373bf9f0ad6ad4255.application.rdf+xml,fdc86351f98809feec149d9487de6508b3537afe736e3b5c7ca8dfd7d706dcf5.application.json,e1da6a04a3a778b6037dc92555758a3d1cc6ca3a5b09fc96e759594008348bb5.text.xml]","['position', 'depth', 'address', 'address', 'class', 'education', 'address', 'address']","['Class Title', 'Code', 'Class Specifications', 'Minimum Qualifications', 'Other', 'BU', 'BU Salary Schedule', 'Grade']"
3be97242-2a38-45bd-9018-8d75599fe782,Quarterly Data for Spoken Language Preferences of Social Security Disability Insurance Claimants (2014-2015),This data set provides quarterly volumes for language preferences at the national level of individuals filing initial claims for Disability Insurance benefits for fiscal years 2014 - 2015.,Quarterly Data for Spoken Language Preferences of Social Security Disability Insurance Claimants (2014-2015) (https://catalog.data.gov/dataset/3be97242-2a38-45bd-9018-8d75599fe782) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/),Social Security Administration,"[2014,2015,claimants,disability-insurance,retirement,retirement-and-survivor-claimants,social-security,social-security-administration,ssa,survivor]","[Social Security Administration,Social Security Administration]","[34bb35d2411443444e0e3822e2b91e517da4f02c69314ce20e68a66d682bcdcd.application.vnd.openxmlformats-officedocument.spreadsheetml.sheet,555dd5f9be6198dbd1f1a117340f2064810939ee824155d5e157524d77b0c5f1.text.csv]","['language', 'education', 'education', 'education', 'person', 'code', 'creator', 'person', 'order', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region', 'region']","['Social Security Administration (SSA)', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12', 'Unnamed: 13', 'Unnamed: 14', 'Unnamed: 15', 'Unnamed: 16', 'Unnamed: 17', 'Unnamed: 18', 'Unnamed: 19', 'Unnamed: 20', 'Unnamed: 21', 'Unnamed: 22', 'Unnamed: 23', 'Unnamed: 24', 'Unnamed: 25', 'Unnamed: 26', 'Unnamed: 27']"
3c0f73f8-3c0b-450d-aa74-686b2833d32e,Elk Hunting Units,"This data layer depicts North Dakota Game and Fish Department Elk Hunting Units.
   The purpose of the data is to provide a comprehensive list and spatial location of North Dakota Elk Hunting Units. This dataset is primarily used as a framework data layer for use in GIS and other mapping applications and does not represent a land survey of the elk hunting units.
   Constraints:
   Not to be used for navigation, for informational purposes only. See Game and Fish disclaimer for more information.",Elk Hunting Units (https://catalog.data.gov/dataset/3c0f73f8-3c0b-450d-aa74-686b2833d32e) is licensed under CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),Game and Fish Department,"[boundary,environment,hunting,ndgf]",State of North Dakota,7c2a1459965138e877a32464b4084d5763db6f7a340eab63b322aa557b98b7cf.text.csv,"['rank', 'status', 'category', 'address', 'address']","['OBJECTID', 'UNIT_TYPE', 'UNIT_ID', 'SHAPE.AREA', 'SHAPE.LEN']"
3c1d0adb-f669-4794-a372-079e1332c6db,"Nearshore bathymetry of the Columbia River littoral cell, Washington and Oregon, 2017","This portion of the USGS data release presents bathymetry data collected during surveys performed in the Columbia River littoral cell, Washington and Oregon in 2017 (USGS Field Activity Number 2017-666-FA). Bathymetry data were collected using four personal watercraft (PWCs) equipped with single-beam sonar systems and global navigation satellite system (GNSS) receivers. The sonar systems consisted of an Odom Echotrac CV-100 single-beam echosounder and 200 kHz transducer with a 9 degree beam angle. Raw acoustic backscatter returns were digitized by the echosounder with a vertical resolution of 1.25 cm. Depths from the echosounders were computed using sound velocity profiles measured using a YSI CastAway CTD during the survey. Positioning of the survey vessels was determined at 5 to 10 Hz using Trimble R7 GNSS receivers. Output from the GNSS receivers and sonar systems were combined in real time on the PWC by a computer running HYPACK hydrographic survey software. Navigation information was displayed on a video monitor, allowing PWC operators to navigate along survey lines at speeds of 2 to 3 m/s. Survey-grade positions of the PWCs were achieved with a single-base station and differential post-processing. Positioning data from the GNSS receivers were post-processed using Waypoint Grafnav to apply differential corrections from a GNSS base station with known horizontal and vertical coordinates relative to the North American Datum of 1983. Orthometric elevations relative to the NAVD88 vertical datum were computed using National Geodetic Survey Geoid12a offsets. Bathymetric data were merged with post-processed positioning data and spurious soundings were removed using a custom Graphical User Interface (GUI) programmed with the computer program MATLAB. The average estimated vertical uncertainty of the bathymetric measurements is 10 cm. The final point data from the PWCs are provided in a comma-separated text file and are projected in cartesian coordinates using the Washington State Plane South, meters coordinate system.","Nearshore bathymetry of the Columbia River littoral cell, Washington and Oregon, 2017 (https://catalog.data.gov/dataset/3c1d0adb-f669-4794-a372-079e1332c6db) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)",,"[gps (global positioning system),pacific ocean,single-beam echo sounder,columbia river,gps measurement,global positioning system (gps) observations,coastal and marine hazards and resources program,bathymetry,grays harbor county,water depth,cmhrp,u.s. geological survey,bathymetry and elevation,pacific coastal and marine science center,bathymetry measurement,clatsop county,echo sounders,pacific county,usgs,pcmsc]","[Department of the Interior,Department of the Interior]","[133af6b910c4eb38144ae429b94c66cd976b4b53aadccca70520799864354f00.text.csv,133af6b910c4eb38144ae429b94c66cd976b4b53aadccca70520799864354f00.text.csv]","['location', 'weight', 'address', 'address', 'address', 'address', 'address', 'depth', 'weight', 'address', 'depth']","['area', 'line_number', 'datetime_utc', 'longitude', 'latitude', 'easting_m', 'northing_m', 'distance_m', 'offline_m', 'ellipsoid_ht_m', 'ortho_ht_m']"
3c31ca72-ede3-40ab-8781-28f25a670a68,MCC Country Program Data - FY17Q4,"These .csv files contain results, status and financial data included in MCC's open data .xml files and in the IATI registry.",MCC Country Program Data - FY17Q4 (https://catalog.data.gov/dataset/3c31ca72-ede3-40ab-8781-28f25a670a68) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/),Millennium Challenge Corporation,foreign-assistance,"[Millennium Challenge Corporation,Millennium Challenge Corporation,Millennium Challenge Corporation]","[4df4999f1470be59ef0daabbeecf6d766dd942ef4a7f55a1ddab35439440b53b.text.csv,c6cb92956d8c88d7f6904b98774a932bfb8ebf38401220d20ef80f26b765db1a.text.csv,7093431d9b2d6cdc46761ef1e7d9e9a3413ddd89a779ff09623d0c7ded862e2a.text.csv]","['code', 'state', 'address', 'company', 'rank', 'region', 'description', 'region'] ['code', 'country', 'address', 'type', 'region', 'address', 'address', 'address', 'year', 'position']","['CountryCode', 'MCCCountryCode', 'FundCode', 'ProjectCode', 'ActivityCode', 'hierarchy_level', 'description_1', 'concatenate'] ['MCCCountryCode', 'MCC Program Name', 'FundCode', 'Program Type', 'hierarchy_level', 'start_planned', 'end_planned', 'start_actual', 'end_actual', 'IATI-status']"
3c4fa64c-d2d7-495a-8652-fae523d7c290,LADWP Energy Efficiency for FY 13-14,Listing of LADWP's Energy Efficiency Programs and Energy Savings for Fiscal Year 2013-14,LADWP Energy Efficiency for FY 13-14 (https://catalog.data.gov/dataset/3c4fa64c-d2d7-495a-8652-fae523d7c290) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/),data.lacity.org,"[conservation,energy-efficiency]","[City of Los Angeles,City of Los Angeles,City of Los Angeles,City of Los Angeles]","[e22bc05a42dbacf5e35e93e2d8ebc1aa0af703d3064e17fdf68b05052459263d.text.csv,4dac9a435fae7fc5411fc9a221722904e55ed54988144f81a2c45bb993951735.application.rdf+xml,906060193d46ac4d1792187a9ac1d84cc7ccd21d7bda43ef52b335158a43ff54.application.json,e6e4a94e07598963ae2cc49b1ba3c7669fdbf6e9a8d456705c7a1b8c39290776.text.xml]","['description', 'product', 'service', 'area', 'range', 'range', 'range', 'range', 'range', 'range', 'range', 'range', 'age', 'age', 'area', 'sales']","['Type of Program', 'Program', 'Metric', '7/13', '8/13', '9/13', '10/13', '11/13', '12/13', '1/14', '2/14', '3/14', '4/14', '5/14', '6/14', 'Total YTD']"
3c7460ef-0669-4370-9aaa-60b6e6ecb3d7,Work Orders Completed: El Pueblo Historical Monument,Work orders are maintenance and repair items in and around the El Pueblo Historical Monument historic monument.,Work Orders Completed: El Pueblo Historical Monument (https://catalog.data.gov/dataset/3c7460ef-0669-4370-9aaa-60b6e6ecb3d7) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/),data.lacity.org,historic-buildings,"[City of Los Angeles,City of Los Angeles,City of Los Angeles,City of Los Angeles]","[25603cc1af7137b482967a582cea8dc24cf871931ef67f6f0341716b1f1c2626.text.csv,6c011c4f1cf0018faae2e1769dc332d968e0bd7cc941318b309d9f49a6a41afd.application.rdf+xml,4e463451689b0aced81f2bb28b69a2469bae4558054e3adafc2d52a0fb871bb9.application.json,e43e7568fb43dfe5f5f0abfc6ee8486979a62e536f8e5cd8a384f4face57b37b.text.xml]","['description', 'age', 'age']","['Month', 'Work Order Submitted', 'Work Orders Completed']"
3c961332-5b50-4cbb-a2e6-3b59a33610ec,SF Development Pipeline 2013 Q1,"Snapshot of San Francisco Development Pipeline. Tracking of construction and entitlement activity based on data from Dept of Building Inspection[HTML_REMOVED]s Permit Tracking and the Planning Department[HTML_REMOVED]s Case Tracking enterprise databases, processed quarterly.",SF Development Pipeline 2013 Q1 (https://catalog.data.gov/dataset/3c961332-5b50-4cbb-a2e6-3b59a33610ec) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/),data.sfgov.org,"[commercial,development,housing,pipeline,real-estate]","[City of San Francisco,City of San Francisco,City of San Francisco,City of San Francisco]","[3ada14e4129f4f4f1307ddf6f1ee8ff1dd8605760a51a2d55d8216bb0e30e5a0.text.csv,6402572a8a21badb0a5c4ddbf6fdb26386489173c9be169512a39a7beb8d5b83.application.rdf+xml,a80e23210765cd62ef4df59ffd9d24da024a62686c0c36ae7d3001aa8060b1c2.application.json,62bae9d6d4ebbf43eb5c049851218879831757ce566f119f01eb68af02a3adc4.text.xml]","['address', 'area', 'status', 'description', 'position', 'description', 'description', 'classification', 'code', 'rank', 'area', 'age', 'area', 'area', 'area', 'area', 'area', 'description', 'rank', 'description', 'description', 'product', 'code', 'description', 'notes', 'position', 'person', 'creator', 'area', 'year', 'area', 'area', 'area', 'weight', 'name', 'name', 'description', 'name', 'state', 'address', 'description']","['Block Lot', 'Planning Neighborhood', 'Best Stat', 'Best Date', 'Units', 'Planning Project Description', 'DBI Project Description', 'Zoning Generalized', 'Zoning Simplified', 'TAZ', 'Total GSF (Commercial)', 'Office', 'Cult, Inst, Educ', 'Medical', 'Prod, Dist, Rep', 'Ret, Ent', 'Visitor', 'Planning ID', 'DBI Permit', 'Planning Filed', 'DBI Filed', 'HEIGHTLIMIT', 'ZONING', 'FirstFiled', 'LANDUSE', 'Net Added Units', 'Net Added SF', 'Net Cult, Inst, Educ', 'Net Medical', 'Net Office', 'Net Prod, Dist, Rep', 'Net Ret, Ent', 'Net Visitor', 'SUPDIST', 'Sponsor Firm', 'Sponsor Name', 'CONTACTPHONE', 'FULLNAME', 'CONTACTCITY', 'CONTACTADD', 'Location 1']"
3ce0a528-b9b3-47db-98b7-00c06f759b5b,"Campaign Finance - Summary of Third Party Disclosure Forms Regarding San Francisco Candidates - November 8, 2011 Election","San Francisco Campaign and Governmental Conduct Code (S.F. C&GC Code) sections 1.143(c), 1.152(a)(3), 1.161(b), 1.161.5, and 1.160.5 require persons who make any independent expenditure, electioneering communication, or member communication that clearly identifies a candidate for City elective office or who authorizes, administers or pays for a persuasion poll to file disclosure statements with the Ethics Commission. For detailed instructions, please see Third Party Disclosure Form Regarding Candidates.","Campaign Finance - Summary of Third Party Disclosure Forms Regarding San Francisco Candidates - November 8, 2011 Election (https://catalog.data.gov/dataset/3ce0a528-b9b3-47db-98b7-00c06f759b5b) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/)",data.sfgov.org,"[2011,campaign,disclosure,election,finance,mayor,third-party]","[City of San Francisco,City of San Francisco,City of San Francisco,City of San Francisco]","[57439b3a557817c486d4cd4cf0e8383c9995d888dd1a47f5b110f2fea217ac55.text.csv,1c2affa8bb89fa74589c843bba2731173349298cf10ce60dd325d7400e76ba30.application.rdf+xml,94077e41704a5f69da82150f2bab02572efe54d6ba40d55a22a3dd8d056d0122.application.json,186c1b1f8ec19710510b9eb0a726101ec2e78be17e279353744844406fe6e3e3.text.xml]","['address', 'address', 'name', 'weight', 'rank', 'name', 'position', 'notes']","['Reference No.', 'Date Filed', 'Filer', 'FilerID', 'Amount', 'Candidate Identified', 'Support/Oppose/Neutral', 'Notes']"
3de58c3c-6e59-46b5-9989-6a734e88ac65,Medicare Hospital Spending by Claim,"The data displayed here describes average spending levels during hospitals’ Medicare Spending per Beneficiary (MSPB) episodes by Medicare claim type. The data presented on Hospital Compare provide price-standardized, non-risk-adjusted values for hospital spending by claim type because risk adjustment is done at the episode level rather than at the service category/claim level. An MSPB episode includes all Medicare Part A and Part B claims paid during the period from 3 days prior to an inpatient hospital admission through 30 days after discharge.",Medicare Hospital Spending by Claim (https://catalog.data.gov/dataset/3de58c3c-6e59-46b5-9989-6a734e88ac65) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/),Centers for Medicare & Medicaid Services,"[hospital-compare,medicare-payment]","[U.S. Department of Health & Human Services,U.S. Department of Health & Human Services,U.S. Department of Health & Human Services]","[dc5f7eb7015179d124afce1969c68ce1fc9c5936c2de936dd1874088f80344fb.text.csv,97e3cea466ec276b1f755e9fdab506fb4459c457d0712115f29ed83f86c77629.application.rdf+xml,72e62cd956dd34d9e07ee3270082ed791dd3077bbf4b24d76c3dd44597856911.application.json]","['name', 'depth', 'state', 'status', 'category', 'order', 'person', 'state', 'address', 'address', 'address', 'address', 'address']","['Facility Name', 'Facility ID', 'State', 'Period', 'Claim Type', 'Avg Spending Per Episode Hospital', 'Avg Spending Per Episode State', 'Avg Spending Per Episode Nation', 'Percent of Spending Hospital', 'Percent of Spending State', 'Percent of Spending Nation', 'Start Date', 'End Date']"
3de63cd9-bac4-42d5-ab52-c6af535634f3,"Beach topography of the Columbia River littoral cell, Washington and Oregon, 2018","This portion of the USGS data release presents topography data collected during surveys performed in the Columbia River littoral cell, Washington and Oregon, in 2018 (USGS Field Activity Number 2018-652-FA). Topographic profiles were collected by walking along survey lines with global navigation satellite system (GNSS) receivers mounted on backpacks. Prior to data collection, vertical distances between the GNSS antennas and the ground were measured using a tape measure. Hand-held data collectors were used to log raw data and display navigational information allowing surveyors to navigate survey lines spaced at 100- to 1000-m intervals along the beach. Profiles were surveyed from the landward edge of the study area (either the base of a bluff, engineering structure, or just landward of the primary dune) over the beach foreshore, to wading depth on the same series of transects as nearshore bathymetric surveys that were conducted during the same time period. Additional topographic data were collected between survey lines in some areas with an all-terrain vehicle (ATV) equipped with a GNSS receiver to constrain the elevations and alongshore extent of major morphological features. Positioning data from the survey platforms were referenced to a GNSS base station with known horizontal and vertical coordinates relative to the North American Datum of 1983. Differential corrections from the GNSS base stations to the survey platforms were either applied in real-time with a VHF radio link, or post-processed using Trimble Business Center software. Orthometric elevations relative to the NAVD88 vertical datum were computed using National Geodetic Survey Geoid12a offsets. The average estimated vertical uncertainty of the topographic measurements is 4 cm. The final point data are provided in comma-separated text format and are projected in Cartesian coordinates using the Washington State Plane South, meters coordinate system.","Beach topography of the Columbia River littoral cell, Washington and Oregon, 2018 (https://catalog.data.gov/dataset/3de63cd9-bac4-42d5-ab52-c6af535634f3) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)",,"[gps (global positioning system),pacific ocean,bathymetry and elevation,columbia river,gps measurement,global positioning system (gps) observations,coastal and marine hazards and resources program,pacific coastal and marine science center,cmhrp,u.s. geological survey,topography,clatsop county,pacific county,grays harbor county,usgs,pcmsc]","[Department of the Interior,Department of the Interior]","[c76cefe27e19be5c4b37b4cb9e38f63ca734354567c4cacc53aacc657dde4175.text.csv,c76cefe27e19be5c4b37b4cb9e38f63ca734354567c4cacc53aacc657dde4175.text.csv]","['location', 'weight', 'address', 'address', 'address', 'address', 'address', 'region', 'weight', 'address', 'weight']","['area', 'line_number', 'datetime_utc', 'longitude', 'latitude', 'easting_m', 'northing_m', 'distance_m', 'offline_m', 'ellipsoid_ht_m', 'ortho_ht_m']"
3de9da91-7e87-40f3-aa57-54ae3020ef8a,College Locations and Boundaries in San Francisco (2011),Public and private colleges within San Francisco from National Center of Education Statistics data. College locations represented as boundaries. As of 2011. You can get updated institutional characteristics data at https://nces.ed.gov/ipeds/datacenter/DataFiles.aspx,College Locations and Boundaries in San Francisco (2011) (https://catalog.data.gov/dataset/3de9da91-7e87-40f3-aa57-54ae3020ef8a) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/),data.sfgov.org,[],"[City of San Francisco,City of San Francisco]","[a1b8ba83a9cfa72050b2752ba37535b5553f10419442e03d71ebac29479f58a7.application.json,8d5451b5fc8522b59937c0d7aacc6a7199de505dc6304b5458acdb1fb0c4c656.text.csv]","['address', 'location', 'region', 'address', 'artist', 'rank', 'address', 'address']","['the_geom', 'institutio', 'campus', 'address', 'webaddress', 'phone', 'st_area_sh', 'st_length_']"
3e23114a-2657-4880-8add-f3c24425f937,NCHS - Drug Poisoning Mortality by State: United States,"This dataset describes drug poisoning deaths at the U.S. and state level by selected demographic characteristics, and includes age-adjusted death rates for drug poisoning from 1999 to 2015.
   Deaths are classified using the International Classification of Diseases, Tenth Revision (ICD–10). Drug-poisoning deaths are defined as having ICD–10 underlying cause-of-death codes X40–X44 (unintentional), X60–X64 (suicide), X85 (homicide), or Y10–Y14 (undetermined intent).
   Estimates are based on the National Vital Statistics System multiple cause-of-death mortality files (1). Age-adjusted death rates (deaths per 100,000 U.S. standard population for 2000) are calculated using the direct method. Populations used for computing death rates for 2011–2015 are postcensal estimates based on the 2010 U.S. census. Rates for census years are based on populations enumerated in the corresponding censuses. Rates for noncensus years before 2010 are revised using updated intercensal population estimates and may differ from rates previously published.
   Estimate does not meet standards of reliability or precision. Death rates are flagged as “Unreliable” in the chart when the rate is calculated with a numerator of 20 or less.
   Death rates for some states and years may be low due to a high number of unresolved pending cases or misclassification of ICD–10 codes for unintentional poisoning as R99, “Other ill-defined and unspecified causes of mortality” (2). For example, this issue is known to affect New Jersey in 2009 and West Virginia in 2005 and 2009 but also may affect other years and other states. Estimates should be interpreted with caution.
   Smoothed county age-adjusted death rates (deaths per 100,000 population) were obtained according to methods described elsewhere (3–5). Briefly, two-stage hierarchical models were used to generate empirical Bayes estimates of county age-adjusted death rates due to drug poisoning for each year during 1999–2015. These annual county-level estimates “borrow strength” across counties to generate stable estimates of death rates where data are sparse due to small population size (3,5). Estimates are unavailable for Broomfield County, Colo., and Denali County, Alaska, before 2003 (6,7). Additionally, Bedford City, Virginia was added to Bedford County in 2015 and no longer appears in the mortality file in 2015. County boundaries are consistent with the vintage 2005-2007 bridged-race population file geographies (6).",NCHS - Drug Poisoning Mortality by State: United States (https://catalog.data.gov/dataset/3e23114a-2657-4880-8add-f3c24425f937) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/),Centers for Disease Control and Prevention,"[deaths,drug-poisoning,mortality,national,nchs,state,united-states]","[U.S. Department of Health & Human Services,U.S. Department of Health & Human Services,U.S. Department of Health & Human Services]","[96d9e5a78eebee7d90ece4728842fc84eb4e55cd65391dd05a6a23da0f8a6553.text.csv,7db165093295649c30030712fcc13bebe78b8c1982eccd41834768d0537713ad.application.rdf+xml,1b26ec5eae75eade2fc9df3dd97d95d796c2ac5b82c7b3fa6173bd9d7cd9b75b.application.json]","['year', 'sex', 'age', 'area', 'state', 'rank', 'address', 'duration', 'weight', 'age', 'age', 'area', 'area', 'ranking', 'area', 'depth', 'depth', 'depth']","['Year', 'Sex', 'Age', 'Race and Hispanic Origin', 'State', 'Deaths', 'Population', 'Crude Death Rate', 'Standard Error for Crude Rate', 'Low Confidence Limit for Crude Rate', 'Upper Confidence Limit for Crude Rate', 'Age-adjusted Rate', 'Standard Error Age-adjusted Rate', 'Lower Confidence Limit for Age-adjusted rate', 'Upper Confidence Limit for Age-adjusted Rate', 'State Crude Rate in Range', 'US Crude Rate', 'US Age-adjusted Rate']"
3e2ae533-62a7-4660-9e48-12fb7a7e68c4,Special Event Permits - Map,Right-of-Way Services oversees the issuance and enforcement of Right-of-Way (ROW) permits. Call (410)396-4508 for information.,Special Event Permits - Map (https://catalog.data.gov/dataset/3e2ae533-62a7-4660-9e48-12fb7a7e68c4) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/),data.baltimorecity.gov,"[permits,right-of-way,special-events]","[City of Baltimore,City of Baltimore,City of Baltimore,City of Baltimore,City of Baltimore,City of Baltimore,City of Baltimore,City of Baltimore,City of Baltimore,City of Baltimore]","[96d77a33c50303f1d606fc3b7974eee480243dcbd4b43a355d46a17daa62ae11.application.json,5e9b6173d3671fcb21dd141daf6bcc7767b67f89875ecf7cc5a876235db91609.application.json,35054bc1068b8313fe0f788eef207dc4f9f6d797942d2c5cc8cada313fbc31ad.application.json,7cd28faec56dda0d8dbf6ea1570ca11cf8652c6bd667eaebbabc983ebd8ba9e1.application.json,efb4647305f979cac08e43e4fcc1b70b429ee841d66b17efaae669d35fe5cf7a.application.json,e52638ddf46d6d8c7f3eb4faf7d58bf4f10413b79dd1601818e52c0046b8d6de.text.csv,6e7e2cd6152302b961f2689ee1bfcf477ed84ccd594271247a6e96e98936c759.text.csv,10d0ec9925380f21c9c8019e1453d82fd5827c6936ce30df6d1da76b11c93e37.text.csv,9af8b03063a09d97600f173c8f3f61dfed3d4c768b80595ced6cc9ed672688fb.text.csv,3564be043be183654c49fd83d2b2bb5c2c38070bd1033e96dbd95d9332a5e6c3.text.csv]","['position', 'address', 'description', 'day', 'rank', 'status', 'address', 'status', 'album'] ['address', 'name', 'address', 'status', 'weight', 'status', 'address', 'location', 'artist'] ['address', 'address', 'name', 'status', 'rank', 'status', 'address', 'description', 'album']","['the_geom', 'permit_id', 'permit_nam', 'start_date', 'duration', 'end_date', 'contact_em', 'se_sed_dat', 'facility_t'] ['the_geom', 'permit_id', 'permit_nam', 'start_date', 'duration', 'end_date', 'contact_em', 'se_sed_dat', 'facility_t'] ['the_geom', 'permit_id', 'permit_nam', 'start_date', 'duration', 'end_date', 'contact_em', 'se_sed_dat', 'facility_t']"
3e9ab766-cb7f-41b5-bfc0-869b1f2b3017,Mayor's Office of Housing and Community Development Affordable Rental Portfolio,"Affordable rental housing developed in partnership with non-profit and private developers and financed by the Mayor’s Office of Housing and Community Development (MOHCD) and the Office of Community Investment and Infrastructure (OCII) through City Funding Agreements, Ground Leases, Disposition & Participation Agreements and Conduit Mortgage Revenue Bond Financing, as of December 31, 2018.",Mayor's Office of Housing and Community Development Affordable Rental Portfolio (https://catalog.data.gov/dataset/3e9ab766-cb7f-41b5-bfc0-869b1f2b3017) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/),data.sfgov.org,[],"[City of San Francisco,City of San Francisco,City of San Francisco,City of San Francisco]","[8ad3885ff5d3707ad3883f19728865aa39d51104dabfb585e1ba7761a9c2e55c.text.csv,9e0f9dddad02c9646e3ebcdf59d23cdcfb5db933c2cf431750865d66202e3f6b.application.rdf+xml,2ca4cab24db4b394e1d81d7afcbf44ab5756dbba2cc1dc3e736b26e3cc39cce9.application.json,fbe45f8d930679a7b6d6d7e70656843ebf8f47f07419f652685a86107a876ec9.text.xml]","['address', 'name', 'area', 'address', 'area', 'address', 'area', 'region', 'name', 'weight', 'sales', 'family', 'religion', 'family', 'family', 'family', 'family', 'family', 'sales', 'education', 'family', 'ranking', 'age', 'age', 'age', 'ranking', 'area', 'result', 'code', 'family', 'family', 'family', 'area', 'duration', 'year', 'year', 'weight', 'age', 'region', 'age', 'ranking', 'rank', 'ranking', 'sales', 'age', 'weight', 'rank', 'rank']","['Project ID', 'Project Name', 'Street Number', 'Street Name', 'Street Type', 'Zip Code', 'City Analysis Neighborhood', 'Supervisor District', 'Project Sponsor', 'Total Units', 'Total Beds', 'Affordable Units', 'Affordable Beds', 'Single Room Occupancy Units', 'Studio Units', '1bd Units', '2bd Units', '3bd Units', '4bd Units', '5+ bd Units', 'Family Units', 'Senior Units', 'TAY Units', 'Homeless Units', 'LOSP Units', 'Disabled Units', '20% AMI', '30% AMI', '40% AMI', '50% AMI', '60% AMI', '80% AMI', '120% AMI', 'More than 120% AMI', 'Year Building Constructed', 'Year Affordability Began', 'Latitude', 'Longitude', 'Location', 'SF Find Neighborhoods', 'Current Police Districts', 'Current Supervisor Districts', 'Analysis Neighborhoods', ':@computed_region_fyvs_ahh9', ':@computed_region_bh8s_q3mv', ':@computed_region_yftq_j783', ':@computed_region_p5aj_wyqh', ':@computed_region_rxqg_mtj9']"
