index_set,field_set,query_id,query,nDCG@5,nDCG@10,nDCG@50,p@5,p@10,p@50,r@5,r@10,r@50,result,search_score,not_found,rel_docs
1,semantic_only,DS1-E-0036,number of americans in prison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('0e6a9944-32bc-4819-abca-90c4a9debd7e', 2.0), ('16d0f90c-372b-4e59-ab1e-7b3cbe2e7805', 1.0), ('5a0511eb-be09-44ef-b1af-a0f869f5b154', 1.0), ('a5dd9fd9-7b4e-4f2c-9799-433dc6574213', 1.0), ('b00866e5-606d-4a33-b498-220bc5a253dd', 1.0), ('bb03c392-6bcb-4572-ab7a-c94ed23ed4c0', 1.0), ('bc53b366-9462-468a-ae22-5dc2bbf0624f', 1.0), ('d926f18a-f7fa-4272-a066-6960f463d2c0', 1.0), ('da5c27c0-4310-47c3-91df-b34474816c83', 1.0), ('f0e636d3-a63f-4096-aa0f-1f15e56ef520', 1.0)]","[('0e6a9944-32bc-4819-abca-90c4a9debd7e', 2.0), ('16d0f90c-372b-4e59-ab1e-7b3cbe2e7805', 1.0), ('5a0511eb-be09-44ef-b1af-a0f869f5b154', 1.0), ('a5dd9fd9-7b4e-4f2c-9799-433dc6574213', 1.0), ('b00866e5-606d-4a33-b498-220bc5a253dd', 1.0), ('bb03c392-6bcb-4572-ab7a-c94ed23ed4c0', 1.0), ('bc53b366-9462-468a-ae22-5dc2bbf0624f', 1.0), ('d926f18a-f7fa-4272-a066-6960f463d2c0', 1.0), ('da5c27c0-4310-47c3-91df-b34474816c83', 1.0), ('f0e636d3-a63f-4096-aa0f-1f15e56ef520', 1.0)]"
1,semantic_only,DS1-E-0037,salary difference regular associate nurses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('073e0ac5-7f7a-40a1-a8ab-18795987146d', 1.0), ('0bbe4586-f034-4db7-b075-4e370d0fb0b6', 1.0), ('0fb52e6a-530e-4c0a-b986-fef40e1ece2a', 1.0), ('16d411eb-1c1b-4a5c-9792-f6661cbce887', 1.0), ('1803f432-bfb6-41e4-a828-985da7b57e7f', 1.0), ('244148d0-671f-4197-aa6c-6c2f43e30a35', 1.0), ('3afee6c6-e94d-4c60-9f6b-b110d3238fbb', 2.0), ('43decf46-c73a-427b-a355-8870fbda1abb', 2.0), ('5d7d5d06-d1f3-4cee-87e5-a8de08638eef', 1.0), ('7ffabf09-40a6-40fe-9616-e3e83e864b4b', 2.0), ('92d56ad3-4349-4e49-8f68-eae91944b4be', 1.0), ('b633e22f-ec44-4879-aa90-3994e4ed6d6e', 2.0), ('bc1f2088-6d7f-4f94-bf70-9a13a8af9e6f', 1.0), ('d7ef2b78-dbac-4f4a-8b98-60a43122145e', 1.0), ('e455d424-c2fb-4492-8d3e-ec964090576c', 1.0)]","[('073e0ac5-7f7a-40a1-a8ab-18795987146d', 1.0), ('0bbe4586-f034-4db7-b075-4e370d0fb0b6', 1.0), ('0fb52e6a-530e-4c0a-b986-fef40e1ece2a', 1.0), ('16d411eb-1c1b-4a5c-9792-f6661cbce887', 1.0), ('1803f432-bfb6-41e4-a828-985da7b57e7f', 1.0), ('244148d0-671f-4197-aa6c-6c2f43e30a35', 1.0), ('3afee6c6-e94d-4c60-9f6b-b110d3238fbb', 2.0), ('43decf46-c73a-427b-a355-8870fbda1abb', 2.0), ('5d7d5d06-d1f3-4cee-87e5-a8de08638eef', 1.0), ('7ffabf09-40a6-40fe-9616-e3e83e864b4b', 2.0), ('92d56ad3-4349-4e49-8f68-eae91944b4be', 1.0), ('b633e22f-ec44-4879-aa90-3994e4ed6d6e', 2.0), ('bc1f2088-6d7f-4f94-bf70-9a13a8af9e6f', 1.0), ('d7ef2b78-dbac-4f4a-8b98-60a43122145e', 1.0), ('e455d424-c2fb-4492-8d3e-ec964090576c', 1.0)]"
1,semantic_only,DS1-E-0038,acre price farmland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('00ed1794-ffe1-48d1-bdc8-315ff199733d', 1.0), ('29dfd29d-305c-4533-8d15-ce7c5fc8c4a2', 1.0), ('3b54983f-44e5-40f9-b6ad-68a2d14b4a94', 1.0), ('4c3149d9-eed6-4062-a01f-ee866f7f967b', 1.0), ('68693fca-7e63-4b71-bdbc-5a789f385752', 1.0), ('f115cf1c-bd8d-406b-a7b8-9913d3b554ae', 1.0)]","[('00ed1794-ffe1-48d1-bdc8-315ff199733d', 1.0), ('29dfd29d-305c-4533-8d15-ce7c5fc8c4a2', 1.0), ('3b54983f-44e5-40f9-b6ad-68a2d14b4a94', 1.0), ('4c3149d9-eed6-4062-a01f-ee866f7f967b', 1.0), ('68693fca-7e63-4b71-bdbc-5a789f385752', 1.0), ('f115cf1c-bd8d-406b-a7b8-9913d3b554ae', 1.0)]"
1,semantic_only,DS1-E-0039,united states rivers swamps ponds wetlands number,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('1aad480c-2667-4b29-bd2a-9f5fa25df40b', 1.0), ('21677722-22a7-4235-8f42-40e24441a98e', 2.0), ('281db015-77e1-48ed-ab9d-9def2ee10289', 1.0), ('2c95b88f-7d17-4ec7-ae20-ae73364d401d', 1.0), ('363864b8-d5c8-4b84-ada0-55230419119a', 1.0), ('680d99a5-0654-4262-aba3-2fbe01fc611c', 1.0), ('72ab184a-6ca9-47f4-929d-0cf2947730da', 1.0), ('72c960e9-61d7-45e1-9de4-8b72fcc36456', 1.0), ('9106fcfc-c003-49de-91a6-7ee973ba3e05', 1.0), ('92cb8cd2-5c77-4c63-b802-645760837e8b', 1.0), ('a8500d1c-e09b-4164-9044-c44fe518d49b', 1.0), ('a88015a0-b433-4c02-9214-023c1749f4e2', 1.0), ('b0e21246-7c59-4b8d-a8a9-b4471ddb494d', 1.0), ('b2de10bb-9471-4904-89d5-2281a0163701', 1.0), ('c7dd23ae-20d0-4cac-b4ca-de6a7b2a67a9', 1.0), ('caee771a-d2f1-4377-a6df-18a902153505', 1.0), ('dc5a11cc-b71c-4a9a-9a5e-1e447f5ce744', 1.0)]","[('1aad480c-2667-4b29-bd2a-9f5fa25df40b', 1.0), ('21677722-22a7-4235-8f42-40e24441a98e', 2.0), ('281db015-77e1-48ed-ab9d-9def2ee10289', 1.0), ('2c95b88f-7d17-4ec7-ae20-ae73364d401d', 1.0), ('363864b8-d5c8-4b84-ada0-55230419119a', 1.0), ('680d99a5-0654-4262-aba3-2fbe01fc611c', 1.0), ('72ab184a-6ca9-47f4-929d-0cf2947730da', 1.0), ('72c960e9-61d7-45e1-9de4-8b72fcc36456', 1.0), ('9106fcfc-c003-49de-91a6-7ee973ba3e05', 1.0), ('92cb8cd2-5c77-4c63-b802-645760837e8b', 1.0), ('a8500d1c-e09b-4164-9044-c44fe518d49b', 1.0), ('a88015a0-b433-4c02-9214-023c1749f4e2', 1.0), ('b0e21246-7c59-4b8d-a8a9-b4471ddb494d', 1.0), ('b2de10bb-9471-4904-89d5-2281a0163701', 1.0), ('c7dd23ae-20d0-4cac-b4ca-de6a7b2a67a9', 1.0), ('caee771a-d2f1-4377-a6df-18a902153505', 1.0), ('dc5a11cc-b71c-4a9a-9a5e-1e447f5ce744', 1.0)]"
1,semantic_only,DS1-E-0040,museums aquariums visitors growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('2cf904d7-5d81-4ad2-840c-484de083aecb', 1.0), ('3754669f-7eb0-4141-83df-05e2148e2197', 1.0), ('4350e576-4ac1-45aa-aa32-6467b0f4de16', 1.0), ('44a8b994-fd88-44b6-824d-de35e068db84', 1.0), ('50ef670f-efb7-4c08-897a-0306f630e9d2', 1.0), ('59309313-790b-4c34-8bee-813004969a73', 1.0), ('95fec575-540f-4dbe-a50f-0e67840a0729', 1.0), ('a6300ff7-cb29-484e-a2cd-aead5665962b', 2.0), ('a78688fb-dd03-4246-ab60-3aa83971c6cb', 1.0), ('bb8b519b-331b-4616-ba53-03fde9dd98af', 1.0), ('e4a22722-f079-49c8-9049-5ab4b06e4319', 1.0), ('e7f030ba-dec2-43c2-89cd-eb1f8d3e2cd2', 1.0), ('f4cb2707-80c2-4cb7-8122-d0a5ff627c18', 1.0), ('ffae0127-0909-413a-9c99-0a6e8652d62f', 1.0)]","[('2cf904d7-5d81-4ad2-840c-484de083aecb', 1.0), ('3754669f-7eb0-4141-83df-05e2148e2197', 1.0), ('4350e576-4ac1-45aa-aa32-6467b0f4de16', 1.0), ('44a8b994-fd88-44b6-824d-de35e068db84', 1.0), ('50ef670f-efb7-4c08-897a-0306f630e9d2', 1.0), ('59309313-790b-4c34-8bee-813004969a73', 1.0), ('95fec575-540f-4dbe-a50f-0e67840a0729', 1.0), ('a6300ff7-cb29-484e-a2cd-aead5665962b', 2.0), ('a78688fb-dd03-4246-ab60-3aa83971c6cb', 1.0), ('bb8b519b-331b-4616-ba53-03fde9dd98af', 1.0), ('e4a22722-f079-49c8-9049-5ab4b06e4319', 1.0), ('e7f030ba-dec2-43c2-89cd-eb1f8d3e2cd2', 1.0), ('f4cb2707-80c2-4cb7-8122-d0a5ff627c18', 1.0), ('ffae0127-0909-413a-9c99-0a6e8652d62f', 1.0)]"
1,semantic_only,DS1-E-0041,rising price ice cream sweets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('0cca2df8-456f-4232-8683-3d0877a8b2fa', 1.0), ('1391fe37-ca58-4734-979f-a67f9a82953c', 1.0), ('26f012f7-fca9-420d-85e9-e661c08f8702', 1.0), ('42ae32c0-fd2c-4050-9449-9ef248224458', 1.0), ('eb859a84-ca31-4e80-a306-a0854117dcd8', 1.0)]","[('0cca2df8-456f-4232-8683-3d0877a8b2fa', 1.0), ('1391fe37-ca58-4734-979f-a67f9a82953c', 1.0), ('26f012f7-fca9-420d-85e9-e661c08f8702', 1.0), ('42ae32c0-fd2c-4050-9449-9ef248224458', 1.0), ('eb859a84-ca31-4e80-a306-a0854117dcd8', 1.0)]"
1,semantic_only,DS1-E-0042,number people working in banks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('041eef95-1820-4136-b59b-aa3230032fb9', 1.0), ('07211a2f-5268-49ab-91b3-b26c2c829cb9', 1.0), ('15498621-02ce-42e7-9b7a-6eb26e9cb1ec', 1.0), ('262617bf-311a-4f37-b502-2f9477d0211e', 1.0), ('3d1f8530-9420-42bc-bf7e-9ba1b5d448bf', 1.0), ('536ac4d3-4e3f-4fb4-95db-54eef3dedd3c', 1.0), ('596ed4eb-655f-4bd9-a9d3-40057692b052', 1.0), ('6a299299-d7fe-425d-805a-34819278a251', 1.0), ('8ebd91e8-dc0d-4d5c-83fe-be40d1ebde31', 1.0), ('b643c783-f7bf-491b-8436-b709df2c4454', 1.0), ('de4ae179-841e-4b14-a719-27d570181e6f', 1.0), ('f9c25f7b-712e-4419-8655-b071dd0b9b53', 1.0)]","[('041eef95-1820-4136-b59b-aa3230032fb9', 1.0), ('07211a2f-5268-49ab-91b3-b26c2c829cb9', 1.0), ('15498621-02ce-42e7-9b7a-6eb26e9cb1ec', 1.0), ('262617bf-311a-4f37-b502-2f9477d0211e', 1.0), ('3d1f8530-9420-42bc-bf7e-9ba1b5d448bf', 1.0), ('536ac4d3-4e3f-4fb4-95db-54eef3dedd3c', 1.0), ('596ed4eb-655f-4bd9-a9d3-40057692b052', 1.0), ('6a299299-d7fe-425d-805a-34819278a251', 1.0), ('8ebd91e8-dc0d-4d5c-83fe-be40d1ebde31', 1.0), ('b643c783-f7bf-491b-8436-b709df2c4454', 1.0), ('de4ae179-841e-4b14-a719-27d570181e6f', 1.0), ('f9c25f7b-712e-4419-8655-b071dd0b9b53', 1.0)]"
1,semantic_only,DS1-E-0043,poor eyesight united states,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('1c0931d0-defd-4198-aa56-40c7c25e11b8', 1.0), ('1f088a53-15b2-463c-a922-6c09ae6e7a5c', 1.0), ('2983399a-1edc-454c-a18d-934b7c3af514', 1.0), ('4a43e8a4-fb76-4018-b3ec-84bef594334c', 1.0), ('6376f39e-543b-4ccd-a15e-d37b99d69783', 1.0), ('8378fcdb-ddd5-40b2-9f7d-f8cbe394ac64', 1.0), ('8c409214-8f33-44f9-9184-f13791eb1569', 1.0), ('9fe39354-a740-4e6b-990e-bbdacf1e5086', 1.0), ('ac929a6d-2f7a-4054-b4d1-6122072eab0b', 1.0), ('c21a23c9-18bf-4ed6-a8ab-2492f3f78174', 1.0), ('c5a48971-c088-422e-9127-4a22d877fd38', 1.0), ('c913dd9a-4cbc-4166-af24-6b835bbeb75f', 1.0), ('dc87589b-27ff-473a-a0c9-2004ac2a6e83', 1.0), ('f81146eb-4191-4a7a-a815-a0b5fc2cc938', 1.0)]","[('1c0931d0-defd-4198-aa56-40c7c25e11b8', 1.0), ('1f088a53-15b2-463c-a922-6c09ae6e7a5c', 1.0), ('2983399a-1edc-454c-a18d-934b7c3af514', 1.0), ('4a43e8a4-fb76-4018-b3ec-84bef594334c', 1.0), ('6376f39e-543b-4ccd-a15e-d37b99d69783', 1.0), ('8378fcdb-ddd5-40b2-9f7d-f8cbe394ac64', 1.0), ('8c409214-8f33-44f9-9184-f13791eb1569', 1.0), ('9fe39354-a740-4e6b-990e-bbdacf1e5086', 1.0), ('ac929a6d-2f7a-4054-b4d1-6122072eab0b', 1.0), ('c21a23c9-18bf-4ed6-a8ab-2492f3f78174', 1.0), ('c5a48971-c088-422e-9127-4a22d877fd38', 1.0), ('c913dd9a-4cbc-4166-af24-6b835bbeb75f', 1.0), ('dc87589b-27ff-473a-a0c9-2004ac2a6e83', 1.0), ('f81146eb-4191-4a7a-a815-a0b5fc2cc938', 1.0)]"
1,semantic_only,DS1-E-0044,population distribution depression patients,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('01722181-bce2-4796-94b4-1d46b594191d', 1.0), ('01ca55e2-28ba-460b-8386-df01e82cf1c8', 1.0), ('1557b080-3611-4a97-ac15-5c9ea05d2659', 1.0), ('223f6ec0-abf7-4c23-a485-437bcc38d2cc', 1.0), ('4fe8164c-27df-41d4-b098-861a3947332f', 1.0), ('636befd8-66c8-4748-839d-77f449b842c5', 1.0), ('6a8fe29a-66fc-44dd-9075-f5b75ef105ee', 1.0), ('7d551eff-1e3a-4fbc-86c3-ea1f9ed25cae', 1.0), ('dcefd0c1-c0b3-4ede-8dbd-e898ce1e2e10', 1.0), ('e1ff8d66-d058-4f06-8d0e-87cf36f37767', 1.0)]","[('01722181-bce2-4796-94b4-1d46b594191d', 1.0), ('01ca55e2-28ba-460b-8386-df01e82cf1c8', 1.0), ('1557b080-3611-4a97-ac15-5c9ea05d2659', 1.0), ('223f6ec0-abf7-4c23-a485-437bcc38d2cc', 1.0), ('4fe8164c-27df-41d4-b098-861a3947332f', 1.0), ('636befd8-66c8-4748-839d-77f449b842c5', 1.0), ('6a8fe29a-66fc-44dd-9075-f5b75ef105ee', 1.0), ('7d551eff-1e3a-4fbc-86c3-ea1f9ed25cae', 1.0), ('dcefd0c1-c0b3-4ede-8dbd-e898ce1e2e10', 1.0), ('e1ff8d66-d058-4f06-8d0e-87cf36f37767', 1.0)]"
1,semantic_only,DS1-E-0045,recent gender birth rate in us,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['d43634ad-8dd5-44ce-9a51-b47ed2870a20', 'f08a4b16-bc50-4fae-b8ef-050a205d8769', 'db1b49f5-87b6-467e-bc6f-f4d903321a4e', '0c46a363-a8cb-41bf-a695-de94cc5b2918', '2ce7258f-f726-4b4b-8edf-69dc1aa8e21c', '38462318-fac1-40c8-a5cd-58779ee8ac04', 'e15b005a-68fa-4767-8e2d-f70f34ef3979', '29330ce7-a808-457a-ae76-e55c7c546bf6', 'dab2f784-18bc-4a3e-b31a-562fdbd54844', '1f9463c4-bf94-4680-a82a-a3a5e0e40fe5', '82dee1cc-af4a-44f2-bf7e-e8963ab8f009', 'f37e8af7-4b14-4d6b-8ef6-ba06c8870113', 'fab26018-6100-4be7-9014-82eb5242a532', '97f81714-552c-4a51-be9d-5623e845ef2e', 'da5fa639-431a-4b2e-ae98-78a7874a030c', '953ef95d-4d03-4c53-9b42-2961363d436c', 'cbcecbe6-e34a-4fca-b3c3-80fb0d42ec81', 'da2d38a5-594b-438b-a223-39b6c3b82575', '00a195a9-53ec-4d03-9a24-538f79195277', '341f2f33-c658-4f01-8436-1addb17413fb', '1c015a3e-53dc-4b39-84e4-cc4fc294e6eb', '7ae70882-f00c-495e-90a9-916d6c29395e', '92c54101-4b44-4d11-96a4-74ed54d706be', '7b323c65-70b3-44c1-8fac-3faa1cc46cec', 'ecddd2ea-88b2-4e27-80cd-ce2dc97809d5', '2ee11454-fd6f-41e6-9c13-9ab39ce2f554', '23b23d41-8d0a-49cf-942e-e09988d1a8b1', '2644f273-6f1c-4520-94e0-bf3db3c08d51', '42c3ab2f-e883-4a3e-a641-f792b497aa3b', '4fd8fdb8-0da7-4da4-a46c-b2eab71c93ac', '5bc3b78c-57e3-4890-b1c9-dd4a1e32dc62', '1eb4ef42-1f25-443e-b4a2-e88e15a5831c', '686e3e78-2e95-44b4-89d0-bb4e2363ff0f', '77432533-a2bd-445f-b4c6-b2fb484482e6', '7ea0a8d4-d462-4b1c-998c-0b5877ab4c26', '92e3994f-b84b-416d-b50e-a1a86b8c77c5', '1bc78268-ef2d-4f21-88ab-c88e139a2fe6', '65fa8211-31e3-4943-91e8-5b219603b8a3', '9a919de1-1cf3-48f0-b85d-f0f9157ca1d1', 'a574f23c-ecef-4394-ba2e-decb266b494e', 'd2b616c0-f048-46f9-8371-8796142b73ad', '20e29a5b-ea49-4102-a5fe-e45da12ca0ad', 'cff8fec9-ff4a-499d-b84e-a2b217b0609d', '75dcfa5a-6171-4344-8522-d2477fbddb5b', '0d18482d-9d23-4c02-bf7e-f8e55cf5b9c0', 'dd4ed00c-dae0-409f-a003-f9ebe1f98420', '4fc85c9a-6c31-49fc-beb7-080566c209a1', '1a407768-a884-4265-ad10-37526fa0ce9e', '7446333f-09c2-491a-834e-247045ee7ba2', '71e05707-c672-4c4e-bfb3-ed0c0388fd47']","[9.167593, 8.276303, 6.621394, 6.3128223, 6.3128223, 6.3128223, 6.3128223, 5.9123483, 5.680691, 5.6288815, 5.550934, 5.550934, 5.336257, 5.137568, 5.137568, 5.0645313, 5.0645313, 4.9576006, 4.9210615, 4.7230883, 4.4715896, 4.3312263, 4.3312263, 4.2144504, 4.2144504, 3.958458, 3.9321442, 3.9321442, 3.9321442, 3.9321442, 3.848063, 3.6852841, 3.6852841, 3.6852841, 3.6852841, 3.6852841, 3.5731235, 3.5731235, 3.5731235, 3.5731235, 3.5731235, 3.4675884, 3.3103714, 3.2741776, 3.2195473, 3.1853437, 3.101203, 3.0760016, 3.0213928, 3.008924]","[('1560c507-f481-4f83-a9e1-94f42cb34aab', 1.0), ('194cb4ba-11d0-4eed-b8d3-57e1725cf4a0', 1.0), ('36a83d21-e85b-4d47-81e2-881de67f8077', 2.0), ('524f80b1-e973-4ec0-b540-fb6ad9cdda53', 1.0), ('579261e5-5c44-44c5-a948-8c47c9e63f66', 2.0), ('62acddae-6081-4f24-b3ad-b69877c0a8d9', 1.0), ('76bee1df-837e-4341-a1c5-eef0520495b9', 2.0), ('8f0c5c2c-9bf1-4c6c-a252-25a2b5864ec2', 2.0), ('ab3f98ec-5fdd-43ba-9d0a-65fb95e11096', 2.0), ('dbfa8cab-5a9f-4c2d-a421-e26feac6aef7', 2.0), ('f0eafc8f-5bb9-4d1c-809b-2b6f2c821856', 2.0)]","[('1560c507-f481-4f83-a9e1-94f42cb34aab', 1.0), ('194cb4ba-11d0-4eed-b8d3-57e1725cf4a0', 1.0), ('36a83d21-e85b-4d47-81e2-881de67f8077', 2.0), ('524f80b1-e973-4ec0-b540-fb6ad9cdda53', 1.0), ('579261e5-5c44-44c5-a948-8c47c9e63f66', 2.0), ('62acddae-6081-4f24-b3ad-b69877c0a8d9', 1.0), ('76bee1df-837e-4341-a1c5-eef0520495b9', 2.0), ('8f0c5c2c-9bf1-4c6c-a252-25a2b5864ec2', 2.0), ('ab3f98ec-5fdd-43ba-9d0a-65fb95e11096', 2.0), ('dbfa8cab-5a9f-4c2d-a421-e26feac6aef7', 2.0), ('f0eafc8f-5bb9-4d1c-809b-2b6f2c821856', 2.0)]"
1,semantic_only,DS1-E-0046,world urban population,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('ca44e248-1019-4415-bb92-d184682d3545', 1.0), ('ce8db82d-ffe7-4116-8741-b56ccc628c16', 1.0), ('d786c0ba-4c15-4bc9-a062-95628618b03f', 1.0)]","[('ca44e248-1019-4415-bb92-d184682d3545', 1.0), ('ce8db82d-ffe7-4116-8741-b56ccc628c16', 1.0), ('d786c0ba-4c15-4bc9-a062-95628618b03f', 1.0)]"
1,semantic_only,DS1-E-0047,average yield amount tomatoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('634c5cde-efdb-4975-a380-afff44fdab45', 1.0), ('e199710f-bba4-422a-aa05-a7a1310779dd', 1.0)]","[('634c5cde-efdb-4975-a380-afff44fdab45', 1.0), ('e199710f-bba4-422a-aa05-a7a1310779dd', 1.0)]"
1,semantic_only,DS1-E-0048,average savings amount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('0448c3c1-fbe7-4a81-9a78-ad0f2762dbc1', 1.0), ('0683c0c5-1892-4e9b-9a7f-b73dc9be1d36', 1.0), ('10d5fc05-28b7-45e8-b9f5-bca0b0ed1f10', 1.0), ('17d501b3-9968-47d9-890a-3efeb93855d5', 1.0), ('353e8c74-48e7-46f8-8951-3292d58f925f', 1.0), ('4c8328a1-7417-430c-9cec-3a146958c191', 2.0), ('5bf0926b-de9f-45fd-aa3b-87022866a84a', 1.0), ('651195f5-6c28-4e68-a736-9e7e537df64c', 1.0), ('682dfa9f-6aba-457e-b3ae-b8e322d3a434', 2.0), ('6dc504e5-2d74-4e36-9eb7-e563c9e6b8cc', 1.0), ('89b910d4-0bfd-46b0-90cc-0c0c8a9fe03a', 1.0), ('8c45dbdc-a0ff-46a8-974e-3314b247a45a', 1.0), ('920540ed-0c42-4921-aa98-5921f66dc70a', 1.0), ('9fd49e08-1b3f-4627-b586-959bfdad9d20', 1.0), ('cbb28810-a088-4821-9251-5d2d3db3d5e7', 1.0)]","[('0448c3c1-fbe7-4a81-9a78-ad0f2762dbc1', 1.0), ('0683c0c5-1892-4e9b-9a7f-b73dc9be1d36', 1.0), ('10d5fc05-28b7-45e8-b9f5-bca0b0ed1f10', 1.0), ('17d501b3-9968-47d9-890a-3efeb93855d5', 1.0), ('353e8c74-48e7-46f8-8951-3292d58f925f', 1.0), ('4c8328a1-7417-430c-9cec-3a146958c191', 2.0), ('5bf0926b-de9f-45fd-aa3b-87022866a84a', 1.0), ('651195f5-6c28-4e68-a736-9e7e537df64c', 1.0), ('682dfa9f-6aba-457e-b3ae-b8e322d3a434', 2.0), ('6dc504e5-2d74-4e36-9eb7-e563c9e6b8cc', 1.0), ('89b910d4-0bfd-46b0-90cc-0c0c8a9fe03a', 1.0), ('8c45dbdc-a0ff-46a8-974e-3314b247a45a', 1.0), ('920540ed-0c42-4921-aa98-5921f66dc70a', 1.0), ('9fd49e08-1b3f-4627-b586-959bfdad9d20', 1.0), ('cbb28810-a088-4821-9251-5d2d3db3d5e7', 1.0)]"
1,semantic_only,DS1-E-0049,united states births and deaths per second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],"[('0686a712-e2c6-4327-93db-112fec55fbbd', 2.0), ('0cbb09dc-4012-4f18-900e-6d746bfc10d3', 2.0), ('1560c507-f481-4f83-a9e1-94f42cb34aab', 1.0), ('2b2ab33f-ccfc-4d25-9bd9-0f2688984140', 1.0), ('2c7f847e-d06a-4c93-ba4c-55f0fa91cad2', 1.0), ('36a83d21-e85b-4d47-81e2-881de67f8077', 1.0), ('36c663d3-b1c2-4144-be5f-d20a54ecdd1b', 1.0), ('3e23114a-2657-4880-8add-f3c24425f937', 2.0), ('3fd8159c-1043-4ac5-b030-547c998c3bcc', 1.0), ('45bdf39d-cf6d-43d0-bc15-0a808d872601', 1.0), ('4d143e2c-fbcc-4a97-98a5-e946ba0b61ad', 1.0), ('579261e5-5c44-44c5-a948-8c47c9e63f66', 1.0), ('59195903-e028-4280-8177-fc792d6e719a', 1.0), ('5e05dddb-7ecd-4816-8e48-18ced33d6851', 1.0), ('61d5936f-a051-4278-b18f-f660f83d4b8d', 2.0), ('62acddae-6081-4f24-b3ad-b69877c0a8d9', 1.0), ('8a7efb20-a580-4777-930d-6ead7fac2849', 2.0), ('8f0c5c2c-9bf1-4c6c-a252-25a2b5864ec2', 1.0), ('91bf2186-eb49-449e-b70f-a2a93b3420b1', 1.0), ('ac38f50b-5f98-4f14-9ae9-963e758ad308', 1.0), ('c44cc582-d650-4b9f-83d2-95f303ebe9f5', 2.0), ('f0c4c306-b397-4bac-8e01-db9cd5422443', 1.0), ('f0eafc8f-5bb9-4d1c-809b-2b6f2c821856', 1.0)]","[('0686a712-e2c6-4327-93db-112fec55fbbd', 2.0), ('0cbb09dc-4012-4f18-900e-6d746bfc10d3', 2.0), ('1560c507-f481-4f83-a9e1-94f42cb34aab', 1.0), ('2b2ab33f-ccfc-4d25-9bd9-0f2688984140', 1.0), ('2c7f847e-d06a-4c93-ba4c-55f0fa91cad2', 1.0), ('36a83d21-e85b-4d47-81e2-881de67f8077', 1.0), ('36c663d3-b1c2-4144-be5f-d20a54ecdd1b', 1.0), ('3e23114a-2657-4880-8add-f3c24425f937', 2.0), ('3fd8159c-1043-4ac5-b030-547c998c3bcc', 1.0), ('45bdf39d-cf6d-43d0-bc15-0a808d872601', 1.0), ('4d143e2c-fbcc-4a97-98a5-e946ba0b61ad', 1.0), ('579261e5-5c44-44c5-a948-8c47c9e63f66', 1.0), ('59195903-e028-4280-8177-fc792d6e719a', 1.0), ('5e05dddb-7ecd-4816-8e48-18ced33d6851', 1.0), ('61d5936f-a051-4278-b18f-f660f83d4b8d', 2.0), ('62acddae-6081-4f24-b3ad-b69877c0a8d9', 1.0), ('8a7efb20-a580-4777-930d-6ead7fac2849', 2.0), ('8f0c5c2c-9bf1-4c6c-a252-25a2b5864ec2', 1.0), ('91bf2186-eb49-449e-b70f-a2a93b3420b1', 1.0), ('ac38f50b-5f98-4f14-9ae9-963e758ad308', 1.0), ('c44cc582-d650-4b9f-83d2-95f303ebe9f5', 2.0), ('f0c4c306-b397-4bac-8e01-db9cd5422443', 1.0), ('f0eafc8f-5bb9-4d1c-809b-2b6f2c821856', 1.0)]"
