File Name: JornadaStudy_086_smes_plant_cover_line_data.csv    Last Update: 03/27/2012    By: John P. Anderson
File header updated by Ken Ramsey on 01/23/2013.

Dataset: SMES vegetation line intercept data [Dataset ID: DSL2006014]
Project: Small Mammal Exclosure Study [Project ID: PRL2006022]

date    - Date data was collected [mm/dd/yyyy]
"site    - Site location code [C=Creosotebush, G=Grassland]"
block   - Block Number [1-4]
plot    - Plot number [1-4]
"treatment - Treatment type [C=Control, R=Rodent Exclosuer, L=Laghmorph"
"          Exclosure, B=Bovine Exclosure"
"line    - Line number [Begins at quad 1,3,and 5]"
"spp - Species Code, see SMESSPP.LST for complete species code"
          listing.
intercept   - Distance from beginning of line (0 cm) to beginning of
          perennial species intercept along tape (cm)
id      - Analog cassette tape label
comment_code - Comment code (0=No comment / 1=See data history log)
keyfield - spatial primary key field (specific to Jornada Information Management System [JIMS])
datasetid - old dataset identifier (specific to JIMS)
"POINT_X - x spatial coodinate [NEED COORDINATE SYSTEM, DATUM, PROJECTION SYSTEM, ...] (specific to JIMS)"
"POINT_Y -  y spatial coodinate [NEED COORDINATE SYSTEM, DATUM, PROJECTION SYSTEM, ...] (specific to JIMS)"
table_id - data table id (specific to JIMS)
layer_id - spatial layer id (specific to JIMS)

date,site,block,plot,treatment,line,spp,intercept,id,comment_code,keyfield,datasetid,POINT_X,POINT_Y,table_id,layer_id
11/08/1995,G,1,3,R,3,ARPUD,1090,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,1100,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,BOER,1105,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,1125,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,BOER,1145,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,1175,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,BOER,1190,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,1220,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,BOER,1420,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,1445,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,GUSAD,1525,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,GUSA,1550,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,1580,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,BOER,1640,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,PRGL,1705,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,1910,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SPFLD,2115,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,2130,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,ARPA,2210,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,2230,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,ARPA,2475,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,2520,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SPFLD,2685,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,SOIL,2710,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,3,PRGL,2825,SMXVLF95.CS1,0,G133,DSL2006014,-106.8622217,32.59412466,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,0,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,GUSA,60,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,80,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SPFLD,95,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,110,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SPFLD,350,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,650,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,GUSAD,490,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,530,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,ARPUD,540,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,550,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,BOERD,660,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,BOER,680,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,GUSAD,700,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,720,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SPFLD,795,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,805,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,BOERD,840,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,850,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,GUSA,890,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,910,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,ARPU,1050,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,YUEL,1065,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,1175,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,BOER,1245,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,1410,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,BOER,1540,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,PRGL,1600,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SPFLD,1655,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,PRGL,1670,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,1705,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SPFL,2005,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,2020,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SPFL,2055,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,ARPA,2080,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,2095,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,GUSA,2310,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,2330,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SPFL,2475,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,ARPUD,2480,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,2500,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,ARPAD,2805,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,1,3,R,5,SOIL,2830,SMXVLF95.CS1,0,G135,DSL2006014,-106.8621179,32.59406948,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,0,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,20,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,80,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,100,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,125,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,140,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,150,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,210,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,240,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,275,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,420,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,435,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,545,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,595,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOERD,615,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,625,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOERD,635,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,640,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,650,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,695,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,725,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,PRGL,745,SMXVLF95.CS1,1,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,805,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,815,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,855,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,880,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,GUSA,920,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,960,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,PRGL,1045,SMXVLF95.CS1,1,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,1135,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,SOIL,1160,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
11/08/1995,G,2,3,B,1,BOER,1175,SMXVLF95.CS1,0,G231,DSL2006014,-106.8597203,32.59584282,100-086-1.1,210-086-1.1
