countryName,indicatorName,dataYear,dataValue,displayValue,dataPR,dataSE
"Afghanistan","Regulatory Quality","2011","-0.74","-0.74","0.113207547169811","0.1836911737918854"
"Afghanistan","Regulatory Quality","2012","-0.40","-0.40","0.207547169811321","0.1828285455703735"
"Afghanistan","Regulatory Quality","2013","-0.38","-0.38","0.207547169811321","0.1755257248878479"
"Afghanistan","Regulatory Quality","2014","-0.32","-0.32","0.226415094339623","0.1910178214311600"
"Afghanistan","Regulatory Quality","2015","-0.19","-0.19","0.283018867924528","0.1852494925260544"
"Afghanistan","Rule of Law","2010","-0.98","-0.98","0.0192307692307692","0.1826177537441254"
"Afghanistan","Rule of Law","2011","-1.01","-1.01","0.0188679245283019","0.1731852144002914"
"Afghanistan","Rule of Law","2012","-0.82","-0.82","0.0188679245283019","0.1685903221368790"
"Afghanistan","Rule of Law","2013","-0.76","-0.76","0.0377358490566038","0.1602063924074173"
"Afghanistan","Rule of Law","2014","-0.68","-0.68","0.0754716981132075","0.1755145341157913"
"Afghanistan","Rule of Law","2015","-0.76","-0.76","0.0566037735849057","0.1714676618576050"
"Afghanistan","Trade Policy","2012","","","",""
"Afghanistan","Trade Policy","2013","","","",""
"Afghanistan","Trade Policy","2014","","","",""
"Afghanistan","Trade Policy","2015","","","",""
"Afghanistan","Trade Policy","2016","","","",""
"Armenia","Access to Credit ","2012","60","60","",""
"Armenia","Access to Credit ","2013","68","68","",""
"Armenia","Access to Credit ","2014","68","68","",""
"Armenia","Access to Credit ","2015","68","68","",""
"Armenia","Access to Credit ","2016","76","76","0.925925925925926",""
"Armenia","Business Start-Up ","2012","0.9901958","0.99","",""
"Armenia","Business Start-Up ","2013","0.9899232","0.99","",""
"Armenia","Business Start-Up ","2014","0.9892026","0.989","",""
"Armenia","Business Start-Up ","2015","0.9898185","0.99","",""
"Armenia","Business Start-Up ","2016","0.991318199923643","0.991","1",""
"Armenia","Child Health","2011","95.11101252","95.1","0.807692307692308",""
"Armenia","Child Health","2012","95.11101252","95.1","0.807692307692308",""
"Armenia","Child Health","2013","95.11101252","95.1","0.807692307692308",""
"Armenia","Child Health","2014","95.11101252","95.1","0.807692307692308",""
"Armenia","Child Health","2015","95.11101252","95.1","0.814814814814815",""
"Armenia","Child Health","2016","95.11101252","95.1","0.814814814814815",""
"Armenia","Civil Liberties","2010","28","28","0.296296296296296",""
"Armenia","Civil Liberties","2011","29","29","0.37037037037037",""
"Armenia","Civil Liberties","2012","29","29","0.37037037037037",""
"Armenia","Civil Liberties","2013","29","29","0.37037037037037",""
"Armenia","Civil Liberties","2014","30","30","0.407407407407407",""
"Armenia","Civil Liberties","2015","30","30","0.37037037037037",""
"Armenia","Control of Corruption","2010","-0.13","-0.13","0.37037037037037","0.1357200741767883"
"Armenia","Control of Corruption","2011","-0.03","-0.03","0.481481481481481","0.1363296657800674"
"Armenia","Control of Corruption","2012","0.02","0.02","0.555555555555556","0.1326583176851273"
"Armenia","Control of Corruption","2013","0.01","0.01","0.518518518518518","0.1409206092357636"
"Armenia","Control of Corruption","2014","0.01","0.01","0.555555555555556","0.1468166559934616"
"Armenia","Control of Corruption","2015","0.00","0.00","0.481481481481481","0.1417217552661896"
"Armenia","Fiscal Policy","2010","-4.80733333333333","-4.8","0.185185185185185",""
"Armenia","Fiscal Policy","2011","-5.18033333333333","-5.2","0.148148148148148",""
"Armenia","Fiscal Policy","2012","-3.11666666666667","-3.1","0.444444444444444",""
"Armenia","Fiscal Policy","2013","-1.988","-2","0.592592592592593",""
"Armenia","Fiscal Policy","2014","-1.677","-1.7","0.62962962962963",""
"Armenia","Fiscal Policy","2015","-2.79466666666667","-2.8","0.518518518518518",""
"Armenia","Freedom of Information","2012","61","61","",""
"Armenia","Freedom of Information","2013","57","57","",""
"Armenia","Freedom of Information","2014","58","58","",""
"Armenia","Freedom of Information","2015","58","58","",""
"Armenia","Freedom of Information","2016","62","62","0.222222222222222",""
"Armenia","Gender in the Economy","2010","0","0","1",""
"Armenia","Gender in the Economy","2011","0","0","1",""
"Armenia","Gender in the Economy","2012","0","0","1",""
"Armenia","Gender in the Economy","2013","0","0","1",""
"Armenia","Gender in the Economy","2014","0","0","1",""
"Armenia","Gender in the Economy","2015","0","0","1",""
"Armenia","Gender in the Economy","2016","0","0","1",""
"Armenia","Girls' Pri Edu Completion Rate (LIC only)","2011","","","",""
"Armenia","Girls' Pri Edu Completion Rate (LIC only)","2012","","","",""
"Armenia","Girls' Pri Edu Completion Rate (LIC only)","2013","","","",""
"Armenia","Girls' Pri Edu Completion Rate (LIC only)","2014","","","",""
"Armenia","Girls' Pri Edu Completion Rate (LIC only)","2015","","","",""
"Armenia","Girls' Sec Edu Enrollment Rate (LMIC only)","2011","","","",""
"Armenia","Girls' Sec Edu Enrollment Rate (LMIC only)","2012","","","",""
"Armenia","Girls' Sec Edu Enrollment Rate (LMIC only)","2013","","","",""
"Armenia","Girls' Sec Edu Enrollment Rate (LMIC only)","2014","","","",""
"Armenia","Girls' Sec Edu Enrollment Rate (LMIC only)","2015","","","",""
"Armenia","Government Effectiveness","2010","0.27","0.27","0.740740740740741","0.19745446741580960"
"Armenia","Government Effectiveness","2011","0.38","0.38","0.777777777777778","0.19741606712341310"
"Armenia","Government Effectiveness","2012","0.37","0.37","0.851851851851852","0.19394406676292420"
"Armenia","Government Effectiveness","2013","0.49","0.49","0.888888888888889","0.19091834127902990"
"Armenia","Government Effectiveness","2014","0.21","0.21","0.592592592592593","0.19885106384754180"
"Armenia","Government Effectiveness","2015","0.28","0.28","0.703703703703704","0.20349673926830290"
"Armenia","Health Expenditures","2009","2.01","2.01","0.185185185185185",""
"Armenia","Health Expenditures","2010","1.92","1.92","0.222222222222222",""
"Armenia","Health Expenditures","2011","1.94","1.94","0.148148148148148",""
"Armenia","Health Expenditures","2012","1.88","1.88","0.148148148148148",""
"Armenia","Health Expenditures","2013","1.95","1.95","0.111111111111111",""
"Armenia","Health Expenditures","2014","1.93","1.93","0.111111111111111",""
"Armenia","Immunization Rates","2010","95.5","95.5","0.653846153846154",""
"Armenia","Immunization Rates","2011","96","96.0","0.769230769230769",""
"Armenia","Immunization Rates","2012","96","96.0","0.730769230769231",""
"Armenia","Immunization Rates","2013","96","96.0","0.730769230769231",""
"Armenia","Immunization Rates","2014","95","95.0","0.740740740740741",""
"Armenia","Immunization Rates","2015","95.5","95.5","0.703703703703704",""
"Armenia","Inflation","2010","7.3","7.3","0.259259259259259",""
"Armenia","Inflation","2011","7.7","7.7","0.296296296296296",""
"Armenia","Inflation","2012","2.5","2.5","0.740740740740741",""
"Armenia","Inflation","2013","5.8","5.8","0.333333333333333",""
"Armenia","Inflation","2014","3.0","3","0.62962962962963",""
"Armenia","Inflation","2015","3.7","3.7","0.444444444444444",""
"Armenia","Land Rights and Access","2012","0.9640817","0.96","",""
"Armenia","Land Rights and Access","2013","0.9642493","0.96","",""
"Armenia","Land Rights and Access","2014","0.9643382","0.96","",""
"Armenia","Land Rights and Access","2015","0.9686816","0.97","",""
"Armenia","Land Rights and Access","2016","0.968705995477687","0.97","1",""
"Armenia","Natural Resource Protection","2011","99.995029557","100","0.730769230769231",""
"Armenia","Natural Resource Protection","2012","99.995029557","100","0.925925925925926",""
"Armenia","Natural Resource Protection","2013","99.995029557","100","0.888888888888889",""
"Armenia","Natural Resource Protection","2014","99.995029557","100","0.888888888888889",""
"Armenia","Natural Resource Protection","2015","99.995029557","100","0.888888888888889",""
"Armenia","Natural Resource Protection","2016","99.995029557","100","0.888888888888889",""
"Armenia","Political Rights","2010","11","11","0.222222222222222",""
"Armenia","Political Rights","2011","11","11","0.148148148148148",""
"Armenia","Political Rights","2012","13","13","0.148148148148148",""
"Armenia","Political Rights","2013","14","14","0.185185185185185",""
"Armenia","Political Rights","2014","16","16","0.222222222222222",""
"Armenia","Political Rights","2015","16","16","0.222222222222222",""
"Armenia","Primary Education Expenditures","2011","","","",""
"Armenia","Primary Education Expenditures","2012","0.7","0.71","0.0625",""
"Armenia","Primary Education Expenditures","2013","0.5","0.53","0.0625",""
"Armenia","Primary Education Expenditures","2014","0.5","0.53","0.0625",""
"Armenia","Primary Education Expenditures","2015","0.5","0.53","0.0588235294117647",""
"Armenia","Regulatory Quality","2010","0.63","0.63","0.962962962962963","0.1549198478460312"
"Armenia","Regulatory Quality","2011","0.59","0.59","0.962962962962963","0.1533683538436890"
"Armenia","Regulatory Quality","2012","0.75","0.75","1","0.1630065143108368"
"Armenia","Regulatory Quality","2013","0.58","0.58","0.962962962962963","0.1665189564228058"
"Armenia","Regulatory Quality","2014","0.58","0.58","0.962962962962963","0.1786210387945175"
"Armenia","Regulatory Quality","2015","0.64","0.64","1","0.1747647374868393"
"Armenia","Rule of Law","2010","0.01","0.01","0.518518518518518","0.1348425000905991"
"Armenia","Rule of Law","2011","0.01","0.01","0.518518518518518","0.1306506842374802"
"Armenia","Rule of Law","2012","0.06","0.06","0.592592592592593","0.1274724155664444"
"Armenia","Rule of Law","2013","0.10","0.10","0.62962962962963","0.1313268691301346"
"Armenia","Rule of Law","2014","0.00","0.00","0.518518518518518","0.1375928521156311"
"Armenia","Rule of Law","2015","0.02","0.02","0.555555555555556","0.1390162855386734"
"Armenia","Trade Policy","2012","85.4","85.4","",""
"Armenia","Trade Policy","2013","85.5","85.5","",""
"Armenia","Trade Policy","2014","85.4","85.4","",""
"Armenia","Trade Policy","2015","85.6","85.6","",""
"Armenia","Trade Policy","2016","80.22","80.2","0.666666666666667",""
"Bangladesh","Access to Credit ","2012","28","28","",""
"Bangladesh","Access to Credit ","2013","24","24","",""
"Bangladesh","Access to Credit ","2014","24","24","",""
"Bangladesh","Access to Credit ","2015","24","24","",""
"Bangladesh","Access to Credit ","2016","20","20","0.25",""
"Bangladesh","Business Start-Up ","2012","0.946914","0.947","",""
"Bangladesh","Business Start-Up ","2013","0.922302","0.922","",""
"Bangladesh","Business Start-Up ","2014","0.899794","0.9","",""
"Bangladesh","Business Start-Up ","2015","0.91268","0.913","",""
"Bangladesh","Business Start-Up ","2016","0.942282752877197","0.942","0.692307692307692",""
"Bangladesh","Child Health","2011","79.18630652","79.2","0.903846153846154",""
"Bangladesh","Child Health","2012","79.18630652","79.2","0.903846153846154",""
"Bangladesh","Child Health","2013","79.18630652","79.2","0.903846153846154",""
"Bangladesh","Child Health","2014","79.18630652","79.2","0.903846153846154",""
"Bangladesh","Child Health","2015","79.18630652","79.2","0.903846153846154",""
"Bangladesh","Child Health","2016","79.18630652","79.2","0.903846153846154",""
"Bangladesh","Civil Liberties","2010","34","34","0.673076923076923",""
"Bangladesh","Civil Liberties","2011","33","33","0.679245283018868",""
"Bangladesh","Civil Liberties","2012","31","31","0.679245283018868",""
"Bangladesh","Civil Liberties","2013","29","29","0.622641509433962",""
"Bangladesh","Civil Liberties","2014","29","29","0.584905660377358",""
"Bangladesh","Civil Liberties","2015","28","28","0.566037735849057",""
"Bangladesh","Control of Corruption","2010","-0.22","-0.22","0.377358490566038","0.1692390143871307"
"Bangladesh","Control of Corruption","2011","-0.18","-0.18","0.377358490566038","0.1578167378902435"
"Bangladesh","Control of Corruption","2012","0.04","0.04","0.528301886792453","0.1516734957695007"
"Bangladesh","Control of Corruption","2013","-0.03","-0.03","0.490566037735849","0.1474955230951309"
"Bangladesh","Control of Corruption","2014","-0.04","-0.04","0.471698113207547","0.1468475013971329"
"Bangladesh","Control of Corruption","2015","-0.06","-0.06","0.452830188679245","0.1432832479476929"
"Bangladesh","Fiscal Policy","2010","-3.30533333333333","-3.3","0.38",""
"Bangladesh","Fiscal Policy","2011","-3.158","-3.2","0.490196078431373",""
"Bangladesh","Fiscal Policy","2012","-3.08066666666667","-3.1","0.431372549019608",""
"Bangladesh","Fiscal Policy","2013","-3.316","-3.3","0.4",""
"Bangladesh","Fiscal Policy","2014","-3.14533333333333","-3.1","0.46",""
"Bangladesh","Fiscal Policy","2015","-3.44633333333333","-3.4","0.48",""
"Bangladesh","Freedom of Information","2012","48","48","",""
"Bangladesh","Freedom of Information","2013","49","49","",""
"Bangladesh","Freedom of Information","2014","50","50","",""
"Bangladesh","Freedom of Information","2015","54","54","",""
"Bangladesh","Freedom of Information","2016","62","62","0.452830188679245",""
"Bangladesh","Gender in the Economy","2010","1","1","0.5",""
"Bangladesh","Gender in the Economy","2011","1","1","0.5",""
"Bangladesh","Gender in the Economy","2012","1","1","0.5",""
"Bangladesh","Gender in the Economy","2013","0","0","1",""
"Bangladesh","Gender in the Economy","2014","0","0","1",""
"Bangladesh","Gender in the Economy","2015","0","0","1",""
"Bangladesh","Gender in the Economy","2016","0","0","1",""
"Bangladesh","Girls' Pri Edu Completion Rate (LIC only)","2011","78.6","78.6","0.666666666666667",""
"Bangladesh","Girls' Pri Edu Completion Rate (LIC only)","2012","78.6","78.6","0.638297872340426",""
"Bangladesh","Girls' Pri Edu Completion Rate (LIC only)","2013","78.6","78.6","0.6875",""
"Bangladesh","Girls' Pri Edu Completion Rate (LIC only)","2014","78.6","78.6","0.63265306122449",""
"Bangladesh","Girls' Pri Edu Completion Rate (LIC only)","2015","78.6","78.6","0.63265306122449",""
"Bangladesh","Girls' Sec Edu Enrollment Rate (LMIC only)","2011","74.1","74.1","0.772727272727273",""
"Bangladesh","Girls' Sec Edu Enrollment Rate (LMIC only)","2012","78.1","78.1","0.777777777777778",""
"Bangladesh","Girls' Sec Edu Enrollment Rate (LMIC only)","2013","82.0","82.0","0.822222222222222",""
"Bangladesh","Girls' Sec Edu Enrollment Rate (LMIC only)","2014","82.0","82.0","0.804347826086957",""
"Bangladesh","Girls' Sec Edu Enrollment Rate (LMIC only)","2015","82.0","82.0","0.804347826086957",""
"Bangladesh","Government Effectiveness","2010","0.18","0.18","0.673076923076923","0.19183230400085450"
"Bangladesh","Government Effectiveness","2011","0.13","0.13","0.641509433962264","0.19179162383079530"
"Bangladesh","Government Effectiveness","2012","0.14","0.14","0.622641509433962","0.19420003890991210"
"Bangladesh","Government Effectiveness","2013","0.12","0.12","0.622641509433962","0.19094224274158480"
"Bangladesh","Government Effectiveness","2014","0.14","0.14","0.622641509433962","0.19891080260276790"
"Bangladesh","Government Effectiveness","2015","0.21","0.21","0.660377358490566","0.20354297757148740"
"Bangladesh","Health Expenditures","2009","0.99","0.99","0.0408163265306122",""
"Bangladesh","Health Expenditures","2010","1.05","1.05","0.0408163265306122",""
"Bangladesh","Health Expenditures","2011","1.04","1.04","0.0612244897959184",""
"Bangladesh","Health Expenditures","2012","0.98","0.98","0.0980392156862745",""
"Bangladesh","Health Expenditures","2013","0.81","0.81","0",""
"Bangladesh","Health Expenditures","2014","0.79","0.79","0",""
"Bangladesh","Immunization Rates","2010","91","91.0","0.730769230769231",""
"Bangladesh","Immunization Rates","2011","92","92.0","0.735849056603774",""
"Bangladesh","Immunization Rates","2012","92","92.0","0.716981132075472",""
"Bangladesh","Immunization Rates","2013","92","92.0","0.754716981132076",""
"Bangladesh","Immunization Rates","2014","92","92.0","0.754716981132076",""
"Bangladesh","Immunization Rates","2015","91","91.0","0.792452830188679",""
"Bangladesh","Inflation","2010","9.4","9.4","0.22",""
"Bangladesh","Inflation","2011","11.5","11.5","0.306122448979592",""
"Bangladesh","Inflation","2012","6.2","6.2","0.5",""
"Bangladesh","Inflation","2013","7.5","7.5","0.28",""
"Bangladesh","Inflation","2014","7.0","7","0.3",""
"Bangladesh","Inflation","2015","6.4","6.4","0.36",""
"Bangladesh","Land Rights and Access","2012","0.5095357","0.51","",""
"Bangladesh","Land Rights and Access","2013","0.5147995","0.51","",""
"Bangladesh","Land Rights and Access","2014","0.5155101","0.52","",""
"Bangladesh","Land Rights and Access","2015","0.5578719","0.56","",""
"Bangladesh","Land Rights and Access","2016","0.625560558829859","0.63","0.372549019607843",""
"Bangladesh","Natural Resource Protection","2011","100","100","1",""
"Bangladesh","Natural Resource Protection","2012","18.49703197","18.5","0.226415094339623",""
"Bangladesh","Natural Resource Protection","2013","18.49703197","18.5","0.226415094339623",""
"Bangladesh","Natural Resource Protection","2014","18.520972114","18.5","0.226415094339623",""
"Bangladesh","Natural Resource Protection","2015","18.520972114","18.5","0.226415094339623",""
"Bangladesh","Natural Resource Protection","2016","18.520972114","18.5","0.226415094339623",""
"Bangladesh","Political Rights","2010","26","26","0.788461538461538",""
"Bangladesh","Political Rights","2011","25","25","0.716981132075472",""
"Bangladesh","Political Rights","2012","25","25","0.735849056603774",""
"Bangladesh","Political Rights","2013","24","24","0.735849056603774",""
"Bangladesh","Political Rights","2014","21","21","0.641509433962264",""
"Bangladesh","Political Rights","2015","21","21","0.622641509433962",""
"Bangladesh","Primary Education Expenditures","2011","","","",""
"Bangladesh","Primary Education Expenditures","2012","","","",""
"Bangladesh","Primary Education Expenditures","2013","","","",""
"Bangladesh","Primary Education Expenditures","2014","","","",""
"Bangladesh","Primary Education Expenditures","2015","","","",""
"Bangladesh","Regulatory Quality","2010","-0.01","-0.01","0.480769230769231","0.1631617397069931"
"Bangladesh","Regulatory Quality","2011","-0.01","-0.01","0.490566037735849","0.1566728204488754"
"Bangladesh","Regulatory Quality","2012","-0.15","-0.15","0.377358490566038","0.1693429648876190"
"Bangladesh","Regulatory Quality","2013","-0.09","-0.09","0.415094339622642","0.1705634295940399"
"Bangladesh","Regulatory Quality","2014","-0.13","-0.13","0.358490566037736","0.1837355941534042"
"Bangladesh","Regulatory Quality","2015","-0.11","-0.11","0.377358490566038","0.1773834973573685"
"Bangladesh","Rule of Law","2010","0.14","0.14","0.596153846153846","0.1446588486433029"
"Bangladesh","Rule of Law","2011","0.22","0.22","0.660377358490566","0.1340596526861191"
"Bangladesh","Rule of Law","2012","0.00","0.00","0.509433962264151","0.1383623629808426"
"Bangladesh","Rule of Law","2013","0.09","0.09","0.584905660377358","0.1391646564006805"
"Bangladesh","Rule of Law","2014","0.13","0.13","0.60377358490566","0.1499024331569672"
"Bangladesh","Rule of Law","2015","0.13","0.13","0.641509433962264","0.1479531824588776"
"Bangladesh","Trade Policy","2012","54","54","",""
"Bangladesh","Trade Policy","2013","59","59","",""
"Bangladesh","Trade Policy","2014","59","59","",""
"Bangladesh","Trade Policy","2015","63.6","63.6","",""
"Bangladesh","Trade Policy","2016","63.6","63.6","0.224489795918367",""
"Benin","Access to Credit ","2012","24","24","",""
"Benin","Access to Credit ","2013","24","24","",""
"Benin","Access to Credit ","2014","24","24","",""
"Benin","Access to Credit ","2015","24","24","",""
"Benin","Access to Credit ","2016","24","24","0.5",""
"Benin","Business Start-Up ","2012","0.7581192","0.758","",""
"Benin","Business Start-Up ","2013","0.7921762","0.792","",""
"Benin","Business Start-Up ","2014","0.8467613","0.847","",""
"Benin","Business Start-Up ","2015","0.891297","0.891","",""
"Benin","Business Start-Up ","2016","0.979275432788299","0.979","0.980769230769231",""
"Benin","Child Health","2011","46.61440098","46.6","0.211538461538462",""
"Benin","Child Health","2012","46.61440098","46.6","0.211538461538462",""
"Benin","Child Health","2013","46.61440098","46.6","0.211538461538462",""
"Benin","Child Health","2014","46.61440098","46.6","0.211538461538462",""
"Benin","Child Health","2015","46.61440098","46.6","0.211538461538462",""
"Benin","Child Health","2016","46.61440098","46.6","0.211538461538462",""
"Benin","Civil Liberties","2010","50","50","1",""
"Benin","Civil Liberties","2011","49","49","1",""
"Benin","Civil Liberties","2012","50","50","1",""
"Benin","Civil Liberties","2013","48","48","1",""
"Benin","Civil Liberties","2014","49","49","1",""
"Benin","Civil Liberties","2015","49","49","1",""
"Benin","Control of Corruption","2010","0.07","0.07","0.584905660377358","0.1689921468496323"
"Benin","Control of Corruption","2011","0.23","0.23","0.622641509433962","0.1698215901851654"
"Benin","Control of Corruption","2012","-0.03","-0.03","0.490566037735849","0.1796753555536270"
"Benin","Control of Corruption","2013","0.03","0.03","0.528301886792453","0.1775012761354446"
"Benin","Control of Corruption","2014","0.09","0.09","0.584905660377358","0.1926095336675644"
"Benin","Control of Corruption","2015","0.20","0.20","0.716981132075472","0.1711184829473496"
"Benin","Fiscal Policy","2010","-1.16533333333333","-1.2","0.78",""
"Benin","Fiscal Policy","2011","-1.59366666666667","-1.6","0.686274509803922",""
"Benin","Fiscal Policy","2012","-0.671333333333333","-0.7","0.803921568627451",""
